id_API,anoApresentacao,dataApresentacao,tipo,ano_query,temas,partidos
54764,2002.0,2002-06-04T17:11,Requerimento de Informação,2002.0,"Arte, Cultura e Religião",SDD
54765,2002.0,2002-06-04T17:12,Requerimento de Informação,2002.0,Economia,SDD
54766,2002.0,2002-06-04T17:13,Requerimento de Informação,2002.0,Administração Pública,SDD
54783,2002.0,2002-06-04T17:25,Projeto de Lei,2002.0,Educação; Trabalho e Emprego,PFL
54784,2002.0,2002-06-04T17:26,Projeto de Lei,2002.0,Previdência e Assistência Social,PFL
54785,2002.0,2002-06-04T17:26,Projeto de Lei,2002.0,Direito Penal e Processual Penal,PFL
54787,2002.0,2002-06-04T17:26,Projeto de Lei,2002.0,Saúde,PFL
54788,2002.0,2002-06-04T17:27,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PFL
54790,2002.0,2002-06-04T17:27,Projeto de Lei,2002.0,Direito Penal e Processual Penal,PFL
54791,2002.0,2002-06-04T17:28,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PFL
54792,2002.0,2002-06-04T17:28,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PFL
54794,2002.0,2002-06-04T17:28,Projeto de Lei,2002.0,Direito Civil e Processual Civil,PFL
54796,2002.0,2002-06-04T17:29,Projeto de Lei,2002.0,Economia,PFL
54797,2002.0,2002-06-04T17:29,Projeto de Lei Complementar,2002.0,"Energia, Recursos Hídricos e Minerais; Finanças Públicas e Orçamento",PFL
54799,2002.0,2002-06-04T17:29,Projeto de Lei,2002.0,Saúde,PFL
54824,2002.0,2002-06-04T18:03,Projeto de Lei,2002.0,Homenagens e Datas Comemorativas,PSDB
54830,2002.0,2002-06-04T18:08,Requerimento de Informação,2002.0,Administração Pública,PT
54831,2002.0,2002-06-04T18:09,Requerimento de Informação,2002.0,Administração Pública; Economia,PT
54833,2002.0,2002-06-04T18:14,Projeto de Decreto Legislativo,2002.0,Administração Pública; Previdência e Assistência Social,PDT
54835,2002.0,2002-06-04T18:16,Projeto de Lei,2002.0,Administração Pública,PSDB
54836,2002.0,2002-06-04T18:17,Requerimento de Informação,2002.0,"Comunicações; Indústria, Comércio e Serviços",PMDB
54837,2002.0,2002-06-04T18:18,Requerimento de Informação,2002.0,Educação,PCdoB
54838,2002.0,2002-06-04T18:20,Indicação ,2002.0,Finanças Públicas e Orçamento,CIDADANIA
54844,2002.0,2002-06-04T18:22,Indicação ,2002.0,Previdência e Assistência Social,CIDADANIA
54845,2002.0,2002-06-04T18:23,Requerimento de Informação,2002.0,Estrutura Fundiária,PCdoB
54847,2002.0,2002-06-04T18:24,Requerimento de Informação,2002.0,"Economia; Viação, Transporte e Mobilidade",PCdoB
54848,2002.0,2002-06-04T18:25,Projeto de Decreto Legislativo,2002.0,Previdência e Assistência Social,PCdoB
54855,2002.0,2002-06-04T18:30,Indicação ,2002.0,Direitos Humanos e Minorias; Educação,PCdoB
54857,2002.0,2002-06-04T18:31,Requerimento de Informação,2002.0,Administração Pública; Economia,PCdoB
54859,2002.0,2002-06-04T18:32,Requerimento de Informação,2002.0,Cidades e Desenvolvimento Urbano; Direitos Humanos e Minorias; Trabalho e Emprego,PCdoB
54861,2002.0,2002-06-04T18:33,Requerimento de Informação,2002.0,Direitos Humanos e Minorias; Trabalho e Emprego,PCdoB
54862,2002.0,2002-06-04T18:34,Projeto de Lei,2002.0,Educação; Trabalho e Emprego,PCdoB
54871,2002.0,2002-06-04T19:09,Requerimento de Informação,2002.0,"Administração Pública; Arte, Cultura e Religião",PT
54990,2002.0,2002-06-04T19:17,Requerimento de Informação,2002.0,Administração Pública; Trabalho e Emprego,PFL
55315,2002.0,2002-06-06T11:40,Projeto de Lei,2002.0,Direito Civil e Processual Civil; Direito Penal e Processual Penal,PR
55368,2002.0,2002-06-06T15:56,Proposta de Emenda à Constituição,2002.0,Administração Pública,PT
55504,2002.0,2002-06-07T10:10,Requerimento de Informação,2002.0,"Administração Pública; Energia, Recursos Hídricos e Minerais",PT
